timestamp,date,activity
2003-03-19 18:43:00,2003-03-19,564
2003-03-19 18:44:00,2003-03-19,394
2003-03-19 18:45:00,2003-03-19,313
2003-03-19 18:46:00,2003-03-19,214
2003-03-19 18:47:00,2003-03-19,201
2003-03-19 18:48:00,2003-03-19,273
2003-03-19 18:49:00,2003-03-19,131
2003-03-19 18:50:00,2003-03-19,1212
2003-03-19 18:51:00,2003-03-19,941
2003-03-19 18:52:00,2003-03-19,53
2003-03-19 18:53:00,2003-03-19,1250
2003-03-19 18:54:00,2003-03-19,1067
2003-03-19 18:55:00,2003-03-19,394
2003-03-19 18:56:00,2003-03-19,662
2003-03-19 18:57:00,2003-03-19,751
2003-03-19 18:58:00,2003-03-19,381
2003-03-19 18:59:00,2003-03-19,346
2003-03-19 19:00:00,2003-03-19,564
2003-03-19 19:01:00,2003-03-19,369
2003-03-19 19:02:00,2003-03-19,231
2003-03-19 19:03:00,2003-03-19,683
2003-03-19 19:04:00,2003-03-19,1137
2003-03-19 19:05:00,2003-03-19,495
2003-03-19 19:06:00,2003-03-19,303
2003-03-19 19:07:00,2003-03-19,728
2003-03-19 19:08:00,2003-03-19,776
2003-03-19 19:09:00,2003-03-19,346
2003-03-19 19:10:00,2003-03-19,57
2003-03-19 19:11:00,2003-03-19,181
2003-03-19 19:12:00,2003-03-19,37
2003-03-19 19:13:00,2003-03-19,175
2003-03-19 19:14:00,2003-03-19,201
2003-03-19 19:15:00,2003-03-19,25
2003-03-19 19:16:00,2003-03-19,208
2003-03-19 19:17:00,2003-03-19,394
2003-03-19 19:18:00,2003-03-19,449
2003-03-19 19:19:00,2003-03-19,293
2003-03-19 19:20:00,2003-03-19,201
2003-03-19 19:21:00,2003-03-19,231
2003-03-19 19:22:00,2003-03-19,168
2003-03-19 19:23:00,2003-03-19,214
2003-03-19 19:24:00,2003-03-19,303
2003-03-19 19:25:00,2003-03-19,181
2003-03-19 19:26:00,2003-03-19,239
2003-03-19 19:27:00,2003-03-19,141
2003-03-19 19:28:00,2003-03-19,83
2003-03-19 19:29:00,2003-03-19,1034
2003-03-19 19:30:00,2003-03-19,479
2003-03-19 19:31:00,2003-03-19,273
2003-03-19 19:32:00,2003-03-19,264
2003-03-19 19:33:00,2003-03-19,273
2003-03-19 19:34:00,2003-03-19,188
2003-03-19 19:35:00,2003-03-19,256
2003-03-19 19:36:00,2003-03-19,161
2003-03-19 19:37:00,2003-03-19,106
2003-03-19 19:38:00,2003-03-19,70
2003-03-19 19:39:00,2003-03-19,103
2003-03-19 19:40:00,2003-03-19,93
2003-03-19 19:41:00,2003-03-19,181
2003-03-19 19:42:00,2003-03-19,303
2003-03-19 19:43:00,2003-03-19,63
2003-03-19 19:44:00,2003-03-19,42
2003-03-19 19:45:00,2003-03-19,264
2003-03-19 19:46:00,2003-03-19,111
2003-03-19 19:47:00,2003-03-19,13
2003-03-19 19:48:00,2003-03-19,76
2003-03-19 19:49:00,2003-03-19,8
2003-03-19 19:50:00,2003-03-19,5
2003-03-19 19:51:00,2003-03-19,66
2003-03-19 19:52:00,2003-03-19,188
2003-03-19 19:53:00,2003-03-19,357
2003-03-19 19:54:00,2003-03-19,151
2003-03-19 19:55:00,2003-03-19,80
2003-03-19 19:56:00,2003-03-19,248
2003-03-19 19:57:00,2003-03-19,564
2003-03-19 19:58:00,2003-03-19,136
2003-03-19 19:59:00,2003-03-19,369
2003-03-19 20:00:00,2003-03-19,103
2003-03-19 20:01:00,2003-03-19,3
2003-03-19 20:02:00,2003-03-19,3
2003-03-19 20:03:00,2003-03-19,168
2003-03-19 20:04:00,2003-03-19,57
2003-03-19 20:05:00,2003-03-19,111
2003-03-19 20:06:00,2003-03-19,116
2003-03-19 20:07:00,2003-03-19,248
2003-03-19 20:08:00,2003-03-19,15
2003-03-19 20:09:00,2003-03-19,0
2003-03-19 20:10:00,2003-03-19,0
2003-03-19 20:11:00,2003-03-19,421
2003-03-19 20:12:00,2003-03-19,407
2003-03-19 20:13:00,2003-03-19,136
2003-03-19 20:14:00,2003-03-19,545
2003-03-19 20:15:00,2003-03-19,728
2003-03-19 20:16:00,2003-03-19,1332
2003-03-19 20:17:00,2003-03-19,57
2003-03-19 20:18:00,2003-03-19,136
2003-03-19 20:19:00,2003-03-19,121
2003-03-19 20:20:00,2003-03-19,0
2003-03-19 20:21:00,2003-03-19,40
2003-03-19 20:22:00,2003-03-19,136
2003-03-19 20:23:00,2003-03-19,10
2003-03-19 20:24:00,2003-03-19,0
2003-03-19 20:25:00,2003-03-19,25
2003-03-19 20:26:00,2003-03-19,512
2003-03-19 20:27:00,2003-03-19,283
2003-03-19 20:28:00,2003-03-19,175
2003-03-19 20:29:00,2003-03-19,264
2003-03-19 20:30:00,2003-03-19,283
2003-03-19 20:31:00,2003-03-19,582
2003-03-19 20:32:00,2003-03-19,369
2003-03-19 20:33:00,2003-03-19,334
2003-03-19 20:34:00,2003-03-19,146
2003-03-19 20:35:00,2003-03-19,640
2003-03-19 20:36:00,2003-03-19,106
2003-03-19 20:37:00,2003-03-19,111
2003-03-19 20:38:00,2003-03-19,0
2003-03-19 20:39:00,2003-03-19,23
2003-03-19 20:40:00,2003-03-19,223
2003-03-19 20:41:00,2003-03-19,248
2003-03-19 20:42:00,2003-03-19,201
2003-03-19 20:43:00,2003-03-19,27
2003-03-19 20:44:00,2003-03-19,273
2003-03-19 20:45:00,2003-03-19,12
2003-03-19 20:46:00,2003-03-19,0
2003-03-19 20:47:00,2003-03-19,0
2003-03-19 20:48:00,2003-03-19,126
2003-03-19 20:49:00,2003-03-19,121
2003-03-19 20:50:00,2003-03-19,322
2003-03-19 20:51:00,2003-03-19,156
2003-03-19 20:52:00,2003-03-19,3
2003-03-19 20:53:00,2003-03-19,0
2003-03-19 20:54:00,2003-03-19,7
2003-03-19 20:55:00,2003-03-19,50
2003-03-19 20:56:00,2003-03-19,264
2003-03-19 20:57:00,2003-03-19,273
2003-03-19 20:58:00,2003-03-19,32
2003-03-19 20:59:00,2003-03-19,116
2003-03-19 21:00:00,2003-03-19,12
2003-03-19 21:01:00,2003-03-19,76
2003-03-19 21:02:00,2003-03-19,201
2003-03-19 21:03:00,2003-03-19,0
2003-03-19 21:04:00,2003-03-19,0
2003-03-19 21:05:00,2003-03-19,0
2003-03-19 21:06:00,2003-03-19,705
2003-03-19 21:07:00,2003-03-19,1290
2003-03-19 21:08:00,2003-03-19,1463
2003-03-19 21:09:00,2003-03-19,1250
2003-03-19 21:10:00,2003-03-19,512
2003-03-19 21:11:00,2003-03-19,357
2003-03-19 21:12:00,2003-03-19,214
2003-03-19 21:13:00,2003-03-19,334
2003-03-19 21:14:00,2003-03-19,57
2003-03-19 21:15:00,2003-03-19,146
2003-03-19 21:16:00,2003-03-19,369
2003-03-19 21:17:00,2003-03-19,38
2003-03-19 21:18:00,2003-03-19,223
2003-03-19 21:19:00,2003-03-19,357
2003-03-19 21:20:00,2003-03-19,231
2003-03-19 21:21:00,2003-03-19,208
2003-03-19 21:22:00,2003-03-19,313
2003-03-19 21:23:00,2003-03-19,283
2003-03-19 21:24:00,2003-03-19,256
2003-03-19 21:25:00,2003-03-19,1290
2003-03-19 21:26:00,2003-03-19,1332
2003-03-19 21:27:00,2003-03-19,971
2003-03-19 21:28:00,2003-03-19,283
2003-03-19 21:29:00,2003-03-19,194
2003-03-19 21:30:00,2003-03-19,126
2003-03-19 21:31:00,2003-03-19,0
2003-03-19 21:32:00,2003-03-19,0
2003-03-19 21:33:00,2003-03-19,83
2003-03-19 21:34:00,2003-03-19,369
2003-03-19 21:35:00,2003-03-19,111
2003-03-19 21:36:00,2003-03-19,3
2003-03-19 21:37:00,2003-03-19,3
2003-03-19 21:38:00,2003-03-19,369
2003-03-19 21:39:00,2003-03-19,495
2003-03-19 21:40:00,2003-03-19,136
2003-03-19 21:41:00,2003-03-19,705
2003-03-19 21:42:00,2003-03-19,38
2003-03-19 21:43:00,2003-03-19,38
2003-03-19 21:44:00,2003-03-19,126
2003-03-19 21:45:00,2003-03-19,13
2003-03-19 21:46:00,2003-03-19,0
2003-03-19 21:47:00,2003-03-19,181
2003-03-19 21:48:00,2003-03-19,334
2003-03-19 21:49:00,2003-03-19,620
2003-03-19 21:50:00,2003-03-19,32
2003-03-19 21:51:00,2003-03-19,479
2003-03-19 21:52:00,2003-03-19,357
2003-03-19 21:53:00,2003-03-19,248
2003-03-19 21:54:00,2003-03-19,407
2003-03-19 21:55:00,2003-03-19,334
2003-03-19 21:56:00,2003-03-19,313
2003-03-19 21:57:00,2003-03-19,15
2003-03-19 21:58:00,2003-03-19,83
2003-03-19 21:59:00,2003-03-19,57
2003-03-19 22:00:00,2003-03-19,76
2003-03-19 22:01:00,2003-03-19,256
2003-03-19 22:02:00,2003-03-19,248
2003-03-19 22:03:00,2003-03-19,40
2003-03-19 22:04:00,2003-03-19,0
2003-03-19 22:05:00,2003-03-19,10
2003-03-19 22:06:00,2003-03-19,32
2003-03-19 22:07:00,2003-03-19,201
2003-03-19 22:08:00,2003-03-19,141
2003-03-19 22:09:00,2003-03-19,369
2003-03-19 22:10:00,2003-03-19,52
2003-03-19 22:11:00,2003-03-19,8
2003-03-19 22:12:00,2003-03-19,15
2003-03-19 22:13:00,2003-03-19,17
2003-03-19 22:14:00,2003-03-19,18
2003-03-19 22:15:00,2003-03-19,60
2003-03-19 22:16:00,2003-03-19,0
2003-03-19 22:17:00,2003-03-19,0
2003-03-19 22:18:00,2003-03-19,0
2003-03-19 22:19:00,2003-03-19,146
2003-03-19 22:20:00,2003-03-19,293
2003-03-19 22:21:00,2003-03-19,175
2003-03-19 22:22:00,2003-03-19,53
2003-03-19 22:23:00,2003-03-19,57
2003-03-19 22:24:00,2003-03-19,0
2003-03-19 22:25:00,2003-03-19,0
2003-03-19 22:26:00,2003-03-19,93
2003-03-19 22:27:00,2003-03-19,334
2003-03-19 22:28:00,2003-03-19,141
2003-03-19 22:29:00,2003-03-19,111
2003-03-19 22:30:00,2003-03-19,0
2003-03-19 22:31:00,2003-03-19,0
2003-03-19 22:32:00,2003-03-19,8
2003-03-19 22:33:00,2003-03-19,0
2003-03-19 22:34:00,2003-03-19,0
2003-03-19 22:35:00,2003-03-19,223
2003-03-19 22:36:00,2003-03-19,5
2003-03-19 22:37:00,2003-03-19,8
2003-03-19 22:38:00,2003-03-19,3
2003-03-19 22:39:00,2003-03-19,0
2003-03-19 22:40:00,2003-03-19,5
2003-03-19 22:41:00,2003-03-19,10
2003-03-19 22:42:00,2003-03-19,7
2003-03-19 22:43:00,2003-03-19,313
2003-03-19 22:44:00,2003-03-19,43
2003-03-19 22:45:00,2003-03-19,0
2003-03-19 22:46:00,2003-03-19,407
2003-03-19 22:47:00,2003-03-19,30
2003-03-19 22:48:00,2003-03-19,231
2003-03-19 22:49:00,2003-03-19,683
2003-03-19 22:50:00,2003-03-19,564
2003-03-19 22:51:00,2003-03-19,1002
2003-03-19 22:52:00,2003-03-19,1102
2003-03-19 22:53:00,2003-03-19,941
2003-03-19 22:54:00,2003-03-19,911
2003-03-19 22:55:00,2003-03-19,1290
2003-03-19 22:56:00,2003-03-19,1034
2003-03-19 22:57:00,2003-03-19,100
2003-03-19 22:58:00,2003-03-19,96
2003-03-19 22:59:00,2003-03-19,13
2003-03-19 23:00:00,2003-03-19,23
2003-03-19 23:01:00,2003-03-19,60
2003-03-19 23:02:00,2003-03-19,22
2003-03-19 23:03:00,2003-03-19,0
2003-03-19 23:04:00,2003-03-19,57
2003-03-19 23:05:00,2003-03-19,223
2003-03-19 23:06:00,2003-03-19,151
2003-03-19 23:07:00,2003-03-19,564
2003-03-19 23:08:00,2003-03-19,83
2003-03-19 23:09:00,2003-03-19,60
2003-03-19 23:10:00,2003-03-19,20
2003-03-19 23:11:00,2003-03-19,175
2003-03-19 23:12:00,2003-03-19,0
2003-03-19 23:13:00,2003-03-19,12
2003-03-19 23:14:00,2003-03-19,27
2003-03-19 23:15:00,2003-03-19,0
2003-03-19 23:16:00,2003-03-19,156
2003-03-19 23:17:00,2003-03-19,854
2003-03-19 23:18:00,2003-03-19,828
2003-03-19 23:19:00,2003-03-19,66
2003-03-19 23:20:00,2003-03-19,293
2003-03-19 23:21:00,2003-03-19,48
2003-03-19 23:22:00,2003-03-19,0
2003-03-19 23:23:00,2003-03-19,131
2003-03-19 23:24:00,2003-03-19,434
2003-03-19 23:25:00,2003-03-19,188
2003-03-19 23:26:00,2003-03-19,18
2003-03-19 23:27:00,2003-03-19,0
2003-03-19 23:28:00,2003-03-19,0
2003-03-19 23:29:00,2003-03-19,52
2003-03-19 23:30:00,2003-03-19,30
2003-03-19 23:31:00,2003-03-19,17
2003-03-19 23:32:00,2003-03-19,3
2003-03-19 23:33:00,2003-03-19,93
2003-03-19 23:34:00,2003-03-19,8
2003-03-19 23:35:00,2003-03-19,231
2003-03-19 23:36:00,2003-03-19,495
2003-03-19 23:37:00,2003-03-19,13
2003-03-19 23:38:00,2003-03-19,0
2003-03-19 23:39:00,2003-03-19,0
2003-03-19 23:40:00,2003-03-19,0
2003-03-19 23:41:00,2003-03-19,60
2003-03-19 23:42:00,2003-03-19,0
2003-03-19 23:43:00,2003-03-19,0
2003-03-19 23:44:00,2003-03-19,0
2003-03-19 23:45:00,2003-03-19,3
2003-03-19 23:46:00,2003-03-19,0
2003-03-19 23:47:00,2003-03-19,0
2003-03-19 23:48:00,2003-03-19,0
2003-03-19 23:49:00,2003-03-19,0
2003-03-19 23:50:00,2003-03-19,0
2003-03-19 23:51:00,2003-03-19,8
2003-03-19 23:52:00,2003-03-19,53
2003-03-19 23:53:00,2003-03-19,0
2003-03-19 23:54:00,2003-03-19,35
2003-03-19 23:55:00,2003-03-19,60
2003-03-19 23:56:00,2003-03-19,0
2003-03-19 23:57:00,2003-03-19,0
2003-03-19 23:58:00,2003-03-19,0
2003-03-19 23:59:00,2003-03-19,0
2003-03-20 00:00:00,2003-03-20,73
2003-03-20 00:01:00,2003-03-20,0
2003-03-20 00:02:00,2003-03-20,0
2003-03-20 00:03:00,2003-03-20,0
2003-03-20 00:04:00,2003-03-20,201
2003-03-20 00:05:00,2003-03-20,0
2003-03-20 00:06:00,2003-03-20,0
2003-03-20 00:07:00,2003-03-20,0
2003-03-20 00:08:00,2003-03-20,70
2003-03-20 00:09:00,2003-03-20,12
2003-03-20 00:10:00,2003-03-20,1102
2003-03-20 00:11:00,2003-03-20,464
2003-03-20 00:12:00,2003-03-20,32
2003-03-20 00:13:00,2003-03-20,0
2003-03-20 00:14:00,2003-03-20,0
2003-03-20 00:15:00,2003-03-20,0
2003-03-20 00:16:00,2003-03-20,0
2003-03-20 00:17:00,2003-03-20,0
2003-03-20 00:18:00,2003-03-20,0
2003-03-20 00:19:00,2003-03-20,0
2003-03-20 00:20:00,2003-03-20,131
2003-03-20 00:21:00,2003-03-20,273
2003-03-20 00:22:00,2003-03-20,12
2003-03-20 00:23:00,2003-03-20,0
2003-03-20 00:24:00,2003-03-20,0
2003-03-20 00:25:00,2003-03-20,0
2003-03-20 00:26:00,2003-03-20,0
2003-03-20 00:27:00,2003-03-20,0
2003-03-20 00:28:00,2003-03-20,0
2003-03-20 00:29:00,2003-03-20,86
2003-03-20 00:30:00,2003-03-20,0
2003-03-20 00:31:00,2003-03-20,0
2003-03-20 00:32:00,2003-03-20,0
2003-03-20 00:33:00,2003-03-20,0
2003-03-20 00:34:00,2003-03-20,0
2003-03-20 00:35:00,2003-03-20,0
2003-03-20 00:36:00,2003-03-20,0
2003-03-20 00:37:00,2003-03-20,0
2003-03-20 00:38:00,2003-03-20,0
2003-03-20 00:39:00,2003-03-20,346
2003-03-20 00:40:00,2003-03-20,0
2003-03-20 00:41:00,2003-03-20,0
2003-03-20 00:42:00,2003-03-20,0
2003-03-20 00:43:00,2003-03-20,0
2003-03-20 00:44:00,2003-03-20,0
2003-03-20 00:45:00,2003-03-20,0
2003-03-20 00:46:00,2003-03-20,0
2003-03-20 00:47:00,2003-03-20,0
2003-03-20 00:48:00,2003-03-20,0
2003-03-20 00:49:00,2003-03-20,0
2003-03-20 00:50:00,2003-03-20,0
2003-03-20 00:51:00,2003-03-20,0
2003-03-20 00:52:00,2003-03-20,0
2003-03-20 00:53:00,2003-03-20,0
2003-03-20 00:54:00,2003-03-20,0
2003-03-20 00:55:00,2003-03-20,0
2003-03-20 00:56:00,2003-03-20,0
2003-03-20 00:57:00,2003-03-20,0
2003-03-20 00:58:00,2003-03-20,0
2003-03-20 00:59:00,2003-03-20,0
2003-03-20 01:00:00,2003-03-20,0
2003-03-20 01:01:00,2003-03-20,0
2003-03-20 01:02:00,2003-03-20,0
2003-03-20 01:03:00,2003-03-20,0
2003-03-20 01:04:00,2003-03-20,0
2003-03-20 01:05:00,2003-03-20,0
2003-03-20 01:06:00,2003-03-20,0
2003-03-20 01:07:00,2003-03-20,0
2003-03-20 01:08:00,2003-03-20,0
2003-03-20 01:09:00,2003-03-20,0
2003-03-20 01:10:00,2003-03-20,0
2003-03-20 01:11:00,2003-03-20,0
2003-03-20 01:12:00,2003-03-20,0
2003-03-20 01:13:00,2003-03-20,0
2003-03-20 01:14:00,2003-03-20,0
2003-03-20 01:15:00,2003-03-20,0
2003-03-20 01:16:00,2003-03-20,0
2003-03-20 01:17:00,2003-03-20,0
2003-03-20 01:18:00,2003-03-20,0
2003-03-20 01:19:00,2003-03-20,57
2003-03-20 01:20:00,2003-03-20,0
2003-03-20 01:21:00,2003-03-20,0
2003-03-20 01:22:00,2003-03-20,0
2003-03-20 01:23:00,2003-03-20,83
2003-03-20 01:24:00,2003-03-20,0
2003-03-20 01:25:00,2003-03-20,0
2003-03-20 01:26:00,2003-03-20,0
2003-03-20 01:27:00,2003-03-20,0
2003-03-20 01:28:00,2003-03-20,0
2003-03-20 01:29:00,2003-03-20,0
2003-03-20 01:30:00,2003-03-20,0
2003-03-20 01:31:00,2003-03-20,0
2003-03-20 01:32:00,2003-03-20,0
2003-03-20 01:33:00,2003-03-20,0
2003-03-20 01:34:00,2003-03-20,12
2003-03-20 01:35:00,2003-03-20,0
2003-03-20 01:36:00,2003-03-20,0
2003-03-20 01:37:00,2003-03-20,0
2003-03-20 01:38:00,2003-03-20,47
2003-03-20 01:39:00,2003-03-20,0
2003-03-20 01:40:00,2003-03-20,0
2003-03-20 01:41:00,2003-03-20,0
2003-03-20 01:42:00,2003-03-20,0
2003-03-20 01:43:00,2003-03-20,0
2003-03-20 01:44:00,2003-03-20,0
2003-03-20 01:45:00,2003-03-20,0
2003-03-20 01:46:00,2003-03-20,0
2003-03-20 01:47:00,2003-03-20,0
2003-03-20 01:48:00,2003-03-20,0
2003-03-20 01:49:00,2003-03-20,0
2003-03-20 01:50:00,2003-03-20,0
2003-03-20 01:51:00,2003-03-20,0
2003-03-20 01:52:00,2003-03-20,0
2003-03-20 01:53:00,2003-03-20,0
2003-03-20 01:54:00,2003-03-20,0
2003-03-20 01:55:00,2003-03-20,0
2003-03-20 01:56:00,2003-03-20,0
2003-03-20 01:57:00,2003-03-20,0
2003-03-20 01:58:00,2003-03-20,5
2003-03-20 01:59:00,2003-03-20,146
2003-03-20 02:00:00,2003-03-20,0
2003-03-20 02:01:00,2003-03-20,60
2003-03-20 02:02:00,2003-03-20,0
2003-03-20 02:03:00,2003-03-20,0
2003-03-20 02:04:00,2003-03-20,0
2003-03-20 02:05:00,2003-03-20,0
2003-03-20 02:06:00,2003-03-20,0
2003-03-20 02:07:00,2003-03-20,0
2003-03-20 02:08:00,2003-03-20,0
2003-03-20 02:09:00,2003-03-20,0
2003-03-20 02:10:00,2003-03-20,0
2003-03-20 02:11:00,2003-03-20,0
2003-03-20 02:12:00,2003-03-20,0
2003-03-20 02:13:00,2003-03-20,0
2003-03-20 02:14:00,2003-03-20,0
2003-03-20 02:15:00,2003-03-20,0
2003-03-20 02:16:00,2003-03-20,22
2003-03-20 02:17:00,2003-03-20,0
2003-03-20 02:18:00,2003-03-20,0
2003-03-20 02:19:00,2003-03-20,0
2003-03-20 02:20:00,2003-03-20,141
2003-03-20 02:21:00,2003-03-20,28
2003-03-20 02:22:00,2003-03-20,0
2003-03-20 02:23:00,2003-03-20,37
2003-03-20 02:24:00,2003-03-20,0
2003-03-20 02:25:00,2003-03-20,0
2003-03-20 02:26:00,2003-03-20,0
2003-03-20 02:27:00,2003-03-20,0
2003-03-20 02:28:00,2003-03-20,0
2003-03-20 02:29:00,2003-03-20,0
2003-03-20 02:30:00,2003-03-20,0
2003-03-20 02:31:00,2003-03-20,0
2003-03-20 02:32:00,2003-03-20,0
2003-03-20 02:33:00,2003-03-20,0
2003-03-20 02:34:00,2003-03-20,0
2003-03-20 02:35:00,2003-03-20,0
2003-03-20 02:36:00,2003-03-20,0
2003-03-20 02:37:00,2003-03-20,0
2003-03-20 02:38:00,2003-03-20,0
2003-03-20 02:39:00,2003-03-20,0
2003-03-20 02:40:00,2003-03-20,0
2003-03-20 02:41:00,2003-03-20,0
2003-03-20 02:42:00,2003-03-20,0
2003-03-20 02:43:00,2003-03-20,0
2003-03-20 02:44:00,2003-03-20,30
2003-03-20 02:45:00,2003-03-20,0
2003-03-20 02:46:00,2003-03-20,0
2003-03-20 02:47:00,2003-03-20,0
2003-03-20 02:48:00,2003-03-20,42
2003-03-20 02:49:00,2003-03-20,57
2003-03-20 02:50:00,2003-03-20,0
2003-03-20 02:51:00,2003-03-20,0
2003-03-20 02:52:00,2003-03-20,116
2003-03-20 02:53:00,2003-03-20,0
2003-03-20 02:54:00,2003-03-20,0
2003-03-20 02:55:00,2003-03-20,0
2003-03-20 02:56:00,2003-03-20,0
2003-03-20 02:57:00,2003-03-20,0
2003-03-20 02:58:00,2003-03-20,0
2003-03-20 02:59:00,2003-03-20,0
2003-03-20 03:00:00,2003-03-20,0
2003-03-20 03:01:00,2003-03-20,0
2003-03-20 03:02:00,2003-03-20,0
2003-03-20 03:03:00,2003-03-20,0
2003-03-20 03:04:00,2003-03-20,0
2003-03-20 03:05:00,2003-03-20,0
2003-03-20 03:06:00,2003-03-20,3
2003-03-20 03:07:00,2003-03-20,0
2003-03-20 03:08:00,2003-03-20,0
2003-03-20 03:09:00,2003-03-20,0
2003-03-20 03:10:00,2003-03-20,0
2003-03-20 03:11:00,2003-03-20,0
2003-03-20 03:12:00,2003-03-20,0
2003-03-20 03:13:00,2003-03-20,0
2003-03-20 03:14:00,2003-03-20,0
2003-03-20 03:15:00,2003-03-20,0
2003-03-20 03:16:00,2003-03-20,0
2003-03-20 03:17:00,2003-03-20,0
2003-03-20 03:18:00,2003-03-20,0
2003-03-20 03:19:00,2003-03-20,0
2003-03-20 03:20:00,2003-03-20,0
2003-03-20 03:21:00,2003-03-20,0
2003-03-20 03:22:00,2003-03-20,0
2003-03-20 03:23:00,2003-03-20,0
2003-03-20 03:24:00,2003-03-20,3
2003-03-20 03:25:00,2003-03-20,0
2003-03-20 03:26:00,2003-03-20,0
2003-03-20 03:27:00,2003-03-20,0
2003-03-20 03:28:00,2003-03-20,43
2003-03-20 03:29:00,2003-03-20,0
2003-03-20 03:30:00,2003-03-20,0
2003-03-20 03:31:00,2003-03-20,0
2003-03-20 03:32:00,2003-03-20,0
2003-03-20 03:33:00,2003-03-20,0
2003-03-20 03:34:00,2003-03-20,57
2003-03-20 03:35:00,2003-03-20,5
2003-03-20 03:36:00,2003-03-20,0
2003-03-20 03:37:00,2003-03-20,0
2003-03-20 03:38:00,2003-03-20,0
2003-03-20 03:39:00,2003-03-20,0
2003-03-20 03:40:00,2003-03-20,0
2003-03-20 03:41:00,2003-03-20,0
2003-03-20 03:42:00,2003-03-20,0
2003-03-20 03:43:00,2003-03-20,0
2003-03-20 03:44:00,2003-03-20,0
2003-03-20 03:45:00,2003-03-20,73
2003-03-20 03:46:00,2003-03-20,0
2003-03-20 03:47:00,2003-03-20,0
2003-03-20 03:48:00,2003-03-20,0
2003-03-20 03:49:00,2003-03-20,0
2003-03-20 03:50:00,2003-03-20,0
2003-03-20 03:51:00,2003-03-20,0
2003-03-20 03:52:00,2003-03-20,35
2003-03-20 03:53:00,2003-03-20,0
2003-03-20 03:54:00,2003-03-20,0
2003-03-20 03:55:00,2003-03-20,0
2003-03-20 03:56:00,2003-03-20,0
2003-03-20 03:57:00,2003-03-20,0
2003-03-20 03:58:00,2003-03-20,0
2003-03-20 03:59:00,2003-03-20,0
2003-03-20 04:00:00,2003-03-20,223
2003-03-20 04:01:00,2003-03-20,22
2003-03-20 04:02:00,2003-03-20,0
2003-03-20 04:03:00,2003-03-20,0
2003-03-20 04:04:00,2003-03-20,0
2003-03-20 04:05:00,2003-03-20,0
2003-03-20 04:06:00,2003-03-20,0
2003-03-20 04:07:00,2003-03-20,0
2003-03-20 04:08:00,2003-03-20,0
2003-03-20 04:09:00,2003-03-20,0
2003-03-20 04:10:00,2003-03-20,0
2003-03-20 04:11:00,2003-03-20,0
2003-03-20 04:12:00,2003-03-20,0
2003-03-20 04:13:00,2003-03-20,0
2003-03-20 04:14:00,2003-03-20,0
2003-03-20 04:15:00,2003-03-20,0
2003-03-20 04:16:00,2003-03-20,0
2003-03-20 04:17:00,2003-03-20,0
2003-03-20 04:18:00,2003-03-20,0
2003-03-20 04:19:00,2003-03-20,0
2003-03-20 04:20:00,2003-03-20,0
2003-03-20 04:21:00,2003-03-20,0
2003-03-20 04:22:00,2003-03-20,0
2003-03-20 04:23:00,2003-03-20,0
2003-03-20 04:24:00,2003-03-20,0
2003-03-20 04:25:00,2003-03-20,0
2003-03-20 04:26:00,2003-03-20,0
2003-03-20 04:27:00,2003-03-20,0
2003-03-20 04:28:00,2003-03-20,0
2003-03-20 04:29:00,2003-03-20,0
2003-03-20 04:30:00,2003-03-20,0
2003-03-20 04:31:00,2003-03-20,0
2003-03-20 04:32:00,2003-03-20,0
2003-03-20 04:33:00,2003-03-20,0
2003-03-20 04:34:00,2003-03-20,0
2003-03-20 04:35:00,2003-03-20,0
2003-03-20 04:36:00,2003-03-20,0
2003-03-20 04:37:00,2003-03-20,0
2003-03-20 04:38:00,2003-03-20,0
2003-03-20 04:39:00,2003-03-20,0
2003-03-20 04:40:00,2003-03-20,0
2003-03-20 04:41:00,2003-03-20,0
2003-03-20 04:42:00,2003-03-20,0
2003-03-20 04:43:00,2003-03-20,0
2003-03-20 04:44:00,2003-03-20,0
2003-03-20 04:45:00,2003-03-20,0
2003-03-20 04:46:00,2003-03-20,0
2003-03-20 04:47:00,2003-03-20,0
2003-03-20 04:48:00,2003-03-20,0
2003-03-20 04:49:00,2003-03-20,0
2003-03-20 04:50:00,2003-03-20,0
2003-03-20 04:51:00,2003-03-20,0
2003-03-20 04:52:00,2003-03-20,156
2003-03-20 04:53:00,2003-03-20,0
2003-03-20 04:54:00,2003-03-20,0
2003-03-20 04:55:00,2003-03-20,0
2003-03-20 04:56:00,2003-03-20,0
2003-03-20 04:57:00,2003-03-20,0
2003-03-20 04:58:00,2003-03-20,0
2003-03-20 04:59:00,2003-03-20,0
2003-03-20 05:00:00,2003-03-20,0
2003-03-20 05:01:00,2003-03-20,0
2003-03-20 05:02:00,2003-03-20,0
2003-03-20 05:03:00,2003-03-20,10
2003-03-20 05:04:00,2003-03-20,96
2003-03-20 05:05:00,2003-03-20,12
2003-03-20 05:06:00,2003-03-20,0
2003-03-20 05:07:00,2003-03-20,0
2003-03-20 05:08:00,2003-03-20,0
2003-03-20 05:09:00,2003-03-20,0
2003-03-20 05:10:00,2003-03-20,0
2003-03-20 05:11:00,2003-03-20,0
2003-03-20 05:12:00,2003-03-20,0
2003-03-20 05:13:00,2003-03-20,0
2003-03-20 05:14:00,2003-03-20,0
2003-03-20 05:15:00,2003-03-20,0
2003-03-20 05:16:00,2003-03-20,0
2003-03-20 05:17:00,2003-03-20,0
